Photo,Isomeric_SMILES,SMILES_without_chirality
251,CC(C)(C)c1ccc(C#CC#Cc2ccc(C(C)(C)C)cc2-c2ccc3c(ccc4c5ccc(C(C)(C)C)cc5ccc34)c2)c(-c2ccc3c(ccc4c5ccc(C(C)(C)C)cc5ccc34)c2)c1,CC(C)(C)c1ccc(C#CC#Cc2ccc(C(C)(C)C)cc2-c2ccc3c(ccc4c5ccc(C(C)(C)C)cc5ccc34)c2)c(-c2ccc3c(ccc4c5ccc(C(C)(C)C)cc5ccc34)c2)c1
252,CC(C)(C)c1ccc2c(ccc3c2ccc2c3ccc3c4cc(C(C)(C)C)ccc4cc(-c4cc5ccc(C(C)(C)C)cc5c5ccc6c7ccc8cc(C(C)(C)C)ccc8c7ccc6c45)c32)c1,CC(C)(C)c1ccc2c(ccc3c2ccc2c3ccc3c4cc(C(C)(C)C)ccc4cc(-c4cc5ccc(C(C)(C)C)cc5c5ccc6c7ccc8cc(C(C)(C)C)ccc8c7ccc6c45)c32)c1
253,CC(C)(C)c1ccc2c(ccc3c2cc2c4c3ccc3c5cc(C(C)(C)C)ccc5c5c6cc7c8ccc(C(C)(C)C)cc8ccc7c7ccc8c9cc(C(C)(C)C)ccc9c2c(c8c76)c5c34)c1,CC(C)(C)c1ccc2c(ccc3c2cc2c4c3ccc3c5cc(C(C)(C)C)ccc5c5c6cc7c8ccc(C(C)(C)C)cc8ccc7c7ccc8c9cc(C(C)(C)C)ccc9c2c(c8c76)c5c34)c1
254,CC(C)(C)c1ccc(-c2cc3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c23)c(C#CC#Cc2cc(C(C)(C)C)ccc2-c2cc3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c23)c1,CC(C)(C)c1ccc(-c2cc3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c23)c(C#CC#Cc2cc(C(C)(C)C)ccc2-c2cc3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c23)c1
255,CC(C)(C)c1ccc2c(c1)cc(-c1cc3cc(C(C)(C)C)ccc3c3c1c1ccc(C(C)(C)C)cc1c1cc(C(C)(C)C)c4ccccc4c13)c1c3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c3c21,CC(C)(C)c1ccc2c(c1)cc(-c1cc3cc(C(C)(C)C)ccc3c3c1c1ccc(C(C)(C)C)cc1c1cc(C(C)(C)C)c4ccccc4c13)c1c3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c3c21
256,CC(C)(C)C1=CC2=C3C(=c4c5c6c(c7cc(C(C)(C)C)cc8c9ccc(C(C)(C)C)c%10c9c9c(c%11cc(C(C)(C)C)cc4c%11c6c9c78)CC=%10)-c4cc(C(C)(C)C)cc6c4C5C3c3c-6ccc4c(C(C)(C)C)ccc2c34)C1,CC(C)(C)C1=CC2=C3C(=c4c5c6c(c7cc(C(C)(C)C)cc8c9ccc(C(C)(C)C)c%10c9c9c(c%11cc(C(C)(C)C)cc4c%11c6c9c78)CC=%10)-c4cc(C(C)(C)C)cc6c4C5C3c3c-6ccc4c(C(C)(C)C)ccc2c34)C1
257,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc(Br)c(Br)cc3cc12)(C(C)C)C(C)C,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc(Br)c(Br)cc3cc12)(C(C)C)C(C)C
258,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc4c(cc3cc12)c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5ccccc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc1c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5ccccc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc41)(C(C)C)C(C)C,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc4c(cc3cc12)c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5ccccc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc1c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5ccccc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc41)(C(C)C)C(C)C
259,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc(Br)c(Br)cc3cc12)(C(C)C)C(C)C,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc(Br)c(Br)cc3cc12)(C(C)C)C(C)C
260,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc4c(cc3cc12)c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5cc6ccccc6cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc1c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5cc6ccccc6cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc41)(C(C)C)C(C)C,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc4c(cc3cc12)c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5cc6ccccc6cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc1c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5cc6ccccc6cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc41)(C(C)C)C(C)C
261,CCCCCCOc1cc(OCCCCCC)cc(-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3cc(OCCCCCC)cc(OCCCCCC)c3)c3c2-c2ccccc2Cc2ccccc2-3)c1,CCCCCCOc1cc(OCCCCCC)cc(-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3cc(OCCCCCC)cc(OCCCCCC)c3)c3c2-c2ccccc2Cc2ccccc2-3)c1
262,CCCCCCOc1cc(OCCCCCC)c2c3cccc4c5cccc6c7c(OCCCCCC)cc(OCCCCCC)c8c9cccc%10c9c9c%11c%12c(cccc%12c1c2c%11c(c43)c(c56)c9c87)C%10,CCCCCCOc1cc(OCCCCCC)c2c3cccc4c5cccc6c7c(OCCCCCC)cc(OCCCCCC)c8c9cccc%10c9c9c%11c%12c(cccc%12c1c2c%11c(c43)c(c56)c9c87)C%10
263,Cc1c(-c2ccccc2)c2ccccc2c2ccccc12,Cc1c(-c2ccccc2)c2ccccc2c2ccccc12
264,C[Si](C)(C)c1ccccc1OS(=O)(=O)C(F)(F)F,C[Si](C)(C)c1ccccc1OS(=O)(=O)C(F)(F)F
265,CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC=O
266,COc1ccc(CN)cc1,COc1ccc(CN)cc1
267,COc1ccc(CNCCC(C)CCC=C(C)C)cc1,COc1ccc(CNCCC(C)CCC=C(C)C)cc1
268,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4
269,C[C@H]1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@@]2(OO3)[C@H]1CC[C@]4(C)O,CC1C(=O)OC2OC3(C)CCC4C(C)(O)CCC1C24OO3
270,CC(O)c1ccccc1,CC(O)c1ccccc1
271,COC(=O)CC(C)=O,COC(=O)CC(C)=O
272,COC(=O)C(C(C)=O)C(C)c1ccccc1,COC(=O)C(C(C)=O)C(C)c1ccccc1
273,CC(=O)CC(C)=O,CC(=O)CC(C)=O
274,CC(=O)C(C(C)=O)C(C)c1ccccc1,CC(=O)C(C(C)=O)C(C)c1ccccc1
275,OC(c1ccccc1)c1ccccc1,OC(c1ccccc1)c1ccccc1
276,CO,CO
277,COC(c1ccccc1)c1ccccc1,COC(c1ccccc1)c1ccccc1
278,OC/C=C/c1ccccc1,OCC=Cc1ccccc1
279,CC(=O)C(C/C=C/c1ccccc1)C(C)=O,CC(=O)C(CC=Cc1ccccc1)C(C)=O
280,NC(=O)c1ccccc1,NC(=O)c1ccccc1
281,O=C(NC(c1ccccc1)c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)c1ccccc1
282,C#Cc1ccc(OC)cc1,C#Cc1ccc(OC)cc1
283,COc1ccc(C(=O)CC(c2ccccc2)c2ccccc2)cc1,COc1ccc(C(=O)CC(c2ccccc2)c2ccccc2)cc1
284,OC(c1ccccc1)c1ccccc1,OC(c1ccccc1)c1ccccc1
285,O=C(CC(c1ccccc1)c1ccccc1)c1ccccc1,O=C(CC(c1ccccc1)c1ccccc1)c1ccccc1
286,c1ccc(C(OC(c2ccccc2)c2ccccc2)c2ccccc2)cc1,c1ccc(C(OC(c2ccccc2)c2ccccc2)c2ccccc2)cc1
287,C#Cc1ccccc1,C#Cc1ccccc1
288,CC(O)c1ccccc1,CC(O)c1ccccc1
289,CC(CC(=O)c1ccccc1)c1ccccc1,CC(CC(=O)c1ccccc1)c1ccccc1
290,CC(/C=C(\O)c1ccccc1)c1ccccc1,CC(C=C(O)c1ccccc1)c1ccccc1
291,C#Cc1ccccc1,C#Cc1ccccc1
292,C(#CC(c1ccccc1)c1ccccc1)c1ccccc1,C(#CC(c1ccccc1)c1ccccc1)c1ccccc1
293,C=CC#N,C=CC#N
294,C=CC(=O)NC(C)c1ccccc1,C=CC(=O)NC(C)c1ccccc1
295,Nc1ccccc1,Nc1ccccc1
296,c1ccc(CNc2ccccc2)cc1,c1ccc(CNc2ccccc2)cc1
297,C1COCCN1,C1COCCN1
298,c1ccc(CN2CCOCC2)cc1,c1ccc(CN2CCOCC2)cc1
299,c1ccc(CNCc2ccccc2)cc1,c1ccc(CNCc2ccccc2)cc1
300,Cc1ccc(S(=O)O[Na])cc1,Cc1ccc(S(=O)O[Na])cc1
301,CC(O)/C=C/c1ccccc1,CC(O)C=Cc1ccccc1
302,Cc1ccc(S(=O)(=O)C(c2ccccc2)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)C(c2ccccc2)c2ccccc2)cc1
303,Cc1ccc(S(=O)(=O)C(C)/C=C/c2ccccc2)cc1,Cc1ccc(S(=O)(=O)C(C)C=Cc2ccccc2)cc1
304,C=CCC(O)c1ccc(Br)cc1,C=CCC(O)c1ccc(Br)cc1
305,C=CC[Si](C)(C)C,C=CC[Si](C)(C)C
306,C=CCC(c1ccccc1)c1ccccc1,C=CCC(c1ccccc1)c1ccccc1
307,O=C(NC(/C=C/c1ccccc1)c1ccccc1)c1ccccc1,O=C(NC(C=Cc1ccccc1)c1ccccc1)c1ccccc1
308,CC(=O)C(C(C)=O)C(/C=C/c1ccccc1)c1ccccc1,CC(=O)C(C(C)=O)C(C=Cc1ccccc1)c1ccccc1
309,O=C1OCCN1C(/C=C/c1ccccc1)c1ccccc1,O=C1OCCN1C(C=Cc1ccccc1)c1ccccc1
310,O=C1CCCCC1,O=C1CCCCC1
311,O=C1CCCCC1C(/C=C/c1ccccc1)c1ccccc1,O=C1CCCCC1C(C=Cc1ccccc1)c1ccccc1
312,COC(C)c1ccc(Cl)cc1,COC(C)c1ccc(Cl)cc1
313,c1ccc(COC(c2ccccc2)c2ccccc2)cc1,c1ccc(COC(c2ccccc2)c2ccccc2)cc1
314,CC(N=[N+]=[N-])c1ccc(Cl)cc1,CC(N=[N+]=[N-])c1ccc(Cl)cc1
315,[N-]=[N+]=NC(c1ccccc1)c1ccccc1,[N-]=[N+]=NC(c1ccccc1)c1ccccc1
316,COc1ccc(C(C)O[Si](C)(C)C)cc1,COc1ccc(C(C)O[Si](C)(C)C)cc1
317,COc1ccc(C(C)N=[N+]=[N-])cc1,COc1ccc(C(C)N=[N+]=[N-])cc1
318,C=CCC(/C=C/c1ccccc1)c1ccccc1,C=CCC(C=Cc1ccccc1)c1ccccc1
319,OC(CCc1ccccc1)c1ccccc1,OC(CCc1ccccc1)c1ccccc1
320,Cc1ccc(S(=O)(=O)NC(c2ccccc2)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)NC(c2ccccc2)c2ccccc2)cc1
321,O=C(O)CC(=O)c1ccccc1,O=C(O)CC(=O)c1ccccc1
322,O=C(CC(c1ccccc1)c1ccccc1)c1ccccc1,O=C(CC(c1ccccc1)c1ccccc1)c1ccccc1
323,CC(=O)OC(c1ccccc1)c1ccccc1,CC(=O)OC(c1ccccc1)c1ccccc1
324,Cn1c([Si](C)(C)C)cc2ccccc21,Cn1c([Si](C)(C)C)cc2ccccc21
325,Cn1c(C(c2ccccc2)c2ccccc2)cc2ccccc21,Cn1c(C(c2ccccc2)c2ccccc2)cc2ccccc21
326,OCc1ccccc1,OCc1ccccc1
327,N#CNc1ccccc1,N#CNc1ccccc1
328,O=C(NCc1ccccc1)Nc1ccccc1,O=C(NCc1ccccc1)Nc1ccccc1
329,CC1(C)OB(/C=C/C[Si](C)(C)C)OC1(C)C,CC1(C)OB(C=CC[Si](C)(C)C)OC1(C)C
330,CCCCC#CC(O)c1ccccc1,CCCCC#CC(O)c1ccccc1
331,C=CC(B1OC(C)(C)C(C)(C)O1)C(C#CCCCC)c1ccccc1,C=CC(B1OC(C)(C)C(C)(C)O1)C(C#CCCCC)c1ccccc1
332,OCCS,OCCS
333,OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1
334,OCCSCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,OCCSCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1
335,CCCCN,CCCCN
336,CCCCNCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,CCCCNCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1
337,c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1
338,[Fe+2].c1c[cH-]c(Cc2cc3ccccc3[nH]2)c1.c1cc[cH-]c1,[Fe+2].c1c[cH-]c(Cc2cc3ccccc3[nH]2)c1.c1cc[cH-]c1
339,O=C(c1ccccc1)C(C(=O)c1ccccc1)C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)C(C(=O)c1ccccc1)C(c1ccccc1)c1ccccc1
340,Nc1ccc([N+](=O)[O-])cc1,Nc1ccc([N+](=O)[O-])cc1
341,COC(c1ccccc1)c1ccc(Cl)cc1Cl,COC(c1ccccc1)c1ccc(Cl)cc1Cl
342,[N-]=[N+]=NC(c1ccccc1)c1ccc(Cl)cc1Cl,[N-]=[N+]=NC(c1ccccc1)c1ccc(Cl)cc1Cl
343,COC(C)/C(C)=C/c1ccccc1,COC(C)C(C)=Cc1ccccc1
344,C=CC(OC)c1ccccc1,C=CC(OC)c1ccccc1
345,C/C(=C\c1ccccc1)C(C)NS(=O)(=O)c1ccc(C)cc1,CC(=Cc1ccccc1)C(C)NS(=O)(=O)c1ccc(C)cc1
346,Cc1ccc(S(=O)(=O)NC/C=C/c2ccccc2)cc1,Cc1ccc(S(=O)(=O)NCC=Cc2ccccc2)cc1
347,COc1ccc(C(O)c2ccc(Cl)cc2)cc1,COc1ccc(C(O)c2ccc(Cl)cc2)cc1
348,CC(=O)c1ccccc1,CC(=O)c1ccccc1
349,COc1ccc(C(CC(=O)c2ccccc2)c2ccc(Cl)cc2)cc1,COc1ccc(C(CC(=O)c2ccccc2)c2ccc(Cl)cc2)cc1
350,CCC(OC)c1cccc2ccccc12,CCC(OC)c1cccc2ccccc12
351,C[Si](C)(C)C#N,C[Si](C)(C)C#N
352,C=CCC(CC)c1cccc2ccccc12,C=CCC(CC)c1cccc2ccccc12
353,CCC(C#N)c1cccc2ccccc12,CCC(C#N)c1cccc2ccccc12
354,C=C(C(=O)OC)C(O)c1ccccc1Cl,C=C(C(=O)OC)C(O)c1ccccc1Cl
355,C=C(C#N)C(O)c1ccccc1Cl,C=C(C#N)C(O)c1ccccc1Cl
356,COC(=O)/C(=C/c1ccccc1Cl)Cc1ccccc1,COC(=O)C(=Cc1ccccc1Cl)Cc1ccccc1
357,N#C/C(=C\c1ccccc1Cl)Cc1ccccc1,N#CC(=Cc1ccccc1Cl)Cc1ccccc1
358,COC(=O)CC(=O)OC,COC(=O)CC(=O)OC
359,C=CC(C)(C)OC(=O)OCC(C)C,C=CC(C)(C)OC(=O)OCC(C)C
360,C=CC(C)(C)C(C(=O)OC)C(=O)OC,C=CC(C)(C)C(C(=O)OC)C(=O)OC
361,COC(=O)C(CC=C(C)C)C(=O)OC,COC(=O)C(CC=C(C)C)C(=O)OC
362,CC(C)(C)OC(=O)CC(=O)OC(C)(C)C,CC(C)(C)OC(=O)CC(=O)OC(C)(C)C
363,CC(C)=CCC(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,CC(C)=CCC(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
364,C=CC(C)(C)C(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,C=CC(C)(C)C(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
365,C=CC(C)(C)OC(=O)OC(C)(C)C,C=CC(C)(C)OC(=O)OC(C)(C)C
366,O=C1C=CCCC1,O=C1C=CCCC1
367,C=CC[C@H]1C(=O)CCC[C@@H]1C,C=CCC1C(=O)CCCC1C
368,CC[C@H](c1ccccc1)N([C@H](CC)c1ccccc1)p1oc2ccccc2c2ccccc2o1,CCC(c1ccccc1)N(C(CC)c1ccccc1)p1oc2ccccc2c2ccccc2o1
369,C=C(C)c1cc(-c2ccccc2)c(C)c(OC)c1/C=C/C(C)(C)O,C=C(C)c1cc(-c2ccccc2)c(C)c(OC)c1C=CC(C)(C)O
370,COc1c(C)ccc2c1C(C=C(C)C)C=C2C,COc1c(C)ccc2c1C(C=C(C)C)C=C2C
371,COc1c(C)c(-c2ccccc2)cc2c1C(C=C(C)C)C=C2C,COc1c(C)c(-c2ccccc2)cc2c1C(C=C(C)C)C=C2C
372,CC(C)=C[C@H]1C[C@@H](C)c2ccc(C)c(O)c21,CC(C)=CC1CC(C)c2ccc(C)c(O)c21
373,CC(C)=C[C@H]1C[C@H](C)c2ccc(C)c(O)c21,CC(C)=CC1CC(C)c2ccc(C)c(O)c21
374,CCCCCCC1=C(COC)C1CO,CCCCCCC1=C(COC)C1CO
375,Fc1ccc([Mg]Br)cc1,Fc1ccc([Mg]Br)cc1
376,C=C1[C@H](CO)[C@@]1(CCCCCC)c1ccc(F)cc1,C=C1C(CO)C1(CCCCCC)c1ccc(F)cc1
377,C=CC(C)(C)OC(=O)OCC(C)C,C=CC(C)(C)OC(=O)OCC(C)C
378,Cc1ccc(N)cc1,Cc1ccc(N)cc1
379,C=CC(C)(C)Nc1ccc(C)cc1,C=CC(C)(C)Nc1ccc(C)cc1
380,CC(C)=CCNc1ccc(C)cc1,CC(C)=CCNc1ccc(C)cc1
381,C=CC(C)(C)S(=O)(=O)c1ccccc1,C=CC(C)(C)S(=O)(=O)c1ccccc1
382,CC(C)=CCS(=O)(=O)c1ccccc1,CC(C)=CCS(=O)(=O)c1ccccc1
383,CC(=O)OC(/C=C/CCCC(NS(=O)(=O)c1ccc(C)cc1)C(C)C)c1ccccc1,CC(=O)OC(C=CCCCC(NS(=O)(=O)c1ccc(C)cc1)C(C)C)c1ccccc1
384,OC(/C=C/CCCC(O)C1CCCCC1)c1ccccc1,OC(C=CCCCC(O)C1CCCCC1)c1ccccc1
385,Cc1ccc(S(=O)(=O)N2[C@H](/C=C/c3ccccc3)CCC[C@@H]2C(C)C)cc1,Cc1ccc(S(=O)(=O)N2C(C=Cc3ccccc3)CCCC2C(C)C)cc1
386,C(=C/[C@@H]1CCC[C@H](C2CCCCC2)O1)\c1ccccc1,C(=CC1CCCC(C2CCCCC2)O1)c1ccccc1
387,Sc1ccccc1,Sc1ccccc1
388,C=CC(C)(C)Sc1ccccc1,C=CC(C)(C)Sc1ccccc1
389,O=C1CC(S(=O)(=O)Cc2ccccc2)C(=O)N1c1ccccc1,O=C1CC(S(=O)(=O)Cc2ccccc2)C(=O)N1c1ccccc1
390,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2C(Cl)(Cl)Cl)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2C(Cl)(Cl)Cl)c(C)c1
391,C=CC(C)(C)S(=O)(=O)Cc1ccccc1,C=CC(C)(C)S(=O)(=O)Cc1ccccc1
392,C=CC(OC(=O)Oc1ccccc1)c1ccccc1,C=CC(OC(=O)Oc1ccccc1)c1ccccc1
393,C(=C/c1ccccc1)\COc1ccccc1,C(=Cc1ccccc1)COc1ccccc1
394,Cc1ccc(S(=O)(=O)Nc2ccccc2C(O)/C=C/c2ccccc2)cc1,Cc1ccc(S(=O)(=O)Nc2ccccc2C(O)C=Cc2ccccc2)cc1
395,Cc1ccc(S(=O)(=O)N2c3ccccc3C=CC2c2ccccc2)cc1,Cc1ccc(S(=O)(=O)N2c3ccccc3C=CC2c2ccccc2)cc1
396,c1ccc(-c2ccc3ccccc3n2)cc1,c1ccc(-c2ccc3ccccc3n2)cc1
397,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)cc1
398,C=CC(C)(C)Oc1ccc(C(C)(C)C)cc1,C=CC(C)(C)Oc1ccc(C(C)(C)C)cc1
399,CC(O)/C=C/c1ccccc1,CC(O)C=Cc1ccccc1
400,Cc1ccc(S(=O)(=O)NC(C)/C=C/c2ccccc2)cc1,Cc1ccc(S(=O)(=O)NC(C)C=Cc2ccccc2)cc1
401,C=CCC(/C=C/c1ccccc1)c1ccccc1,C=CCC(C=Cc1ccccc1)c1ccccc1
402,c1ccc(C2=N[C@H](c3cccnc3)CO2)cc1,c1ccc(C2=NC(c3cccnc3)CO2)cc1
403,COC(=O)[C@H]1C[C@@H](c2ccccc2)[C@@H]1c1cccc(Br)c1,COC(=O)C1CC(c2ccccc2)C1c1cccc(Br)c1
404,CC(=O)N[C@](CCc1ccccc1)(c1ccc2c(c1)OCO2)c1c[nH]c2ccccc12,CC(=O)NC(CCc1ccccc1)(c1ccc2c(c1)OCO2)c1c[nH]c2ccccc12
405,C[C@]12C[C@H](c3cccc(F)c3)N1c1ccccc1NC2=O,CC12CC(c3cccc(F)c3)N1c1ccccc1NC2=O
406,C[C@@]1(C(=O)OCc2ccccc2)C[C@H]2C(=O)Nc3ccccc3[C@H]21,CC1(C(=O)OCc2ccccc2)CC2C(=O)Nc3ccccc3C21
407,O=C1Nc2ccc(Br)cc2[C@H]2C[C@@H]3CCO[C@@]132,O=C1Nc2ccc(Br)cc2C2CC3CCOC132
408,CC(C)O[C@@]12c3cc(I)ccc3NC(=O)[C@@H]1[C@H]1C(=O)NC(=O)[C@H]12,CC(C)OC12c3cc(I)ccc3NC(=O)C1C1C(=O)NC(=O)C12
409,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1
410,O=c1c2ccccc2oc2ccccc12,O=c1c2ccccc2oc2ccccc12
411,O=c1c2ccccc2sc2ccccc12,O=c1c2ccccc2sc2ccccc12
412,CC1(C)CC1c1cc2ccc(OCc3ccccc3)cc2[nH]c1=O,CC1(C)CC1c1cc2ccc(OCc3ccccc3)cc2[nH]c1=O
413,CC1(C)C[C@H]1c1cc2ccc(OCc3ccccc3)cc2[nH]c1=O,CC1(C)CC1c1cc2ccc(OCc3ccccc3)cc2[nH]c1=O
414,O=C1Nc2ccccc2[C@]12CC2(Cl)Cl,O=C1Nc2ccccc2C12CC2(Cl)Cl
415,O=C1Nc2ccc(OC(F)(F)F)cc2[C@]12CC2(Cl)Cl,O=C1Nc2ccc(OC(F)(F)F)cc2C12CC2(Cl)Cl
416,O=C1CS(=O)c2ccccc2N1,O=C1CS(=O)c2ccccc2N1
417,C=CCCOc1cc(=O)[nH]c2ccccc12,C=CCCOc1cc(=O)[nH]c2ccccc12
418,O=C1Nc2ccccc2[C@@]23OCC[C@@H]2C[C@@H]13,O=C1Nc2ccccc2C23OCCC2CC13
419,CC1(C)[C@H]2CCC[C@]23c2ccccc2NC(=O)[C@H]13,CC1(C)C2CCCC23c2ccccc2NC(=O)C13
420,C[C@]12COC[C@]13c1ccccc1NC(=O)[C@@H]3C2,CC12COCC13c1ccccc1NC(=O)C3C2
421,CCC(=O)[C@@H]1C[C@H]2C(=O)Nc3ccccc3[C@@H]12,CCC(=O)C1CC2C(=O)Nc3ccccc3C12
422,CC(=O)[C@@H]1C[C@H]2C(=O)Nc3ccc(Br)cc3[C@@H]12,CC(=O)C1CC2C(=O)Nc3ccc(Br)cc3C12
423,CC(C)O[C@]12C(=O)Nc3ccccc3[C@H]1[C@@H]1C(=O)NC(=O)[C@@H]12,CC(C)OC12C(=O)Nc3ccccc3C1C1C(=O)NC(=O)C12
424,CC(C)O[C@]12C(=O)Nc3ccccc3[C@H]1[C@@H]1C(=O)N(Cc3ccccc3)C(=O)[C@@H]12,CC(C)OC12C(=O)Nc3ccccc3C1C1C(=O)N(Cc3ccccc3)C(=O)C12
425,C[C@]12CCO[C@]13c1cc(F)ccc1NC(=O)[C@]3(C)C2,CC12CCOC13c1cc(F)ccc1NC(=O)C3(C)C2
426,O=C1CCC[C@]2(C(=O)OCc3ccccc3)[C@H]3CCC[C@H]3[C@H]12,O=C1CCCC2(C(=O)OCc3ccccc3)C3CCCC3C12
427,O=C(c1ccccc1O)[C@@H]1[C@H]2Cc3ccccc3[C@H]2[C@H]1c1ccccc1,O=C(c1ccccc1O)C1C2Cc3ccccc3C2C1c1ccccc1
428,COC(=O)[C@H]1C[C@@H](c2ccc(C)cc2)[C@@H]1c1ccccc1,COC(=O)C1CC(c2ccc(C)cc2)C1c1ccccc1
429,C=C(C)[C@]1(C)C[C@H](C=O)[C@H]1c1ccccc1,C=C(C)C1(C)CC(C=O)C1c1ccccc1
430,C=C(C)[C@]1(C)C[C@H](C(C)=O)[C@H]1c1ccc(OC)cc1,C=C(C)C1(C)CC(C(C)=O)C1c1ccc(OC)cc1
431,C[C@]12C[C@H](c3ccncc3)N1c1ccccc1NC2=O,CC12CC(c3ccncc3)N1c1ccccc1NC2=O
432,O=C1Nc2ccccc2N2[C@@H](c3ccccc3)C[C@]12C(F)(F)F,O=C1Nc2ccccc2N2C(c3ccccc3)CC12C(F)(F)F
433,Cc1cc2c(cc1C)N1[C@@H](c3ccccc3)C[C@]1(C)C(=O)N2,Cc1cc2c(cc1C)N1C(c3ccccc3)CC1(C)C(=O)N2
434,Cc1ccc2c(c1)[C@]1(C)CC(C)(C)CC(=O)[C@@H]1O2,Cc1ccc2c(c1)C1(C)CC(C)(C)CC(=O)C1O2
435,COc1ccc2c(c1)[C@@]1(C)CC(C)(C)CC(=O)[C@H]1O2,COc1ccc2c(c1)C1(C)CC(C)(C)CC(=O)C1O2
436,COc1ccc2c(c1)[C@]1(C)CC(C)(C)CC(=O)[C@@H]1O2,COc1ccc2c(c1)C1(C)CC(C)(C)CC(=O)C1O2
437,CC(=O)N[C@](CCc1ccccc1)(c1ccc2c(c1)OCO2)c1c[nH]c2ccccc12,CC(=O)NC(CCc1ccccc1)(c1ccc2c(c1)OCO2)c1c[nH]c2ccccc12
438,CC(=O)N[C@](CCOCc1ccccc1)(c1ccccc1)c1c[nH]c2ccccc12,CC(=O)NC(CCOCc1ccccc1)(c1ccccc1)c1c[nH]c2ccccc12
